""	"Tausta_2014.M.Section_4.1"	"Tausta_2014.M.Section_4.2"	"Tausta_2014.M.Section_9.1"	"Tausta_2014.M.Section_9.2"	"Tausta_2014.M.Section_14.1"	"Tausta_2014.M.Section_14.2"	"Tausta_2014.BS.Section_4.1"	"Tausta_2014.BS.Section_4.2"	"Tausta_2014.BS.Section_9.1"	"Tausta_2014.BS.Section_9.2"	"Tausta_2014.BS.Section_14.1"	"Tausta_2014.BS.Section_14.2"
"GRMZM2G056114"	0	1	0	0	0	0	1	0	0	6	0	3
"GRMZM2G056116"	277	349	1343	1396	1199	1235	282	254	1131	914	667	617
"GRMZM2G056120"	77	93	71	92	44	27	93	74	72	68	49	76
"GRMZM2G056122"	1	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G056126"	49	47	154	160	104	47	94	57	211	170	156	165
"GRMZM2G056142"	0	0	2	1	0	0	2	1	3	3	0	1
"GRMZM2G056143"	22	40	104	132	46	33	23	17	108	79	32	17
"GRMZM2G056145"	15	17	98	91	42	30	29	40	116	115	31	36
"GRMZM2G056151"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056166"	0	1	0	0	0	0	1	0	3	4	2	1
"GRMZM2G056170"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056186"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056197"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056216"	0	0	0	1	0	0	1	1	0	0	0	0
"GRMZM2G056221"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM2G056224"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056231"	3	0	1	0	0	3	5	1	0	0	0	0
"GRMZM2G056236"	25	25	1	7	3	0	8	8	0	0	0	0
"GRMZM2G056247"	2	10	47	34	103	101	5	3	14	17	37	35
"GRMZM2G056252"	8141	8138	18105	20440	9828	7914	7508	5852	26083	23672	13037	14242
"GRMZM2G056256"	0	0	0	0	0	0	0	0	2	0	0	0
"GRMZM2G056270"	361	487	1410	1816	700	571	574	487	1214	1207	316	407
"GRMZM2G056283"	0	0	0	1	5	6	2	1	0	0	0	0
"GRMZM2G056285"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056298"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056303"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056306"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056307"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056315"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G056329"	9	11	3	2	14	2	1	1	2	3	3	0
"GRMZM2G056335"	122	188	1996	2077	630	495	562	408	2456	2030	729	1184
"GRMZM2G056339"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056350"	20	15	34	39	123	52	65	70	28	18	55	85
"GRMZM2G056351"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056355"	162	173	172	198	106	87	351	374	1817	1225	856	875
"GRMZM2G056357"	31	25	48	38	23	17	37	45	77	53	32	23
"GRMZM2G056365"	1	2	12	6	8	4	3	0	3	12	3	7
"GRMZM2G056369"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056373"	23	12	19	19	10	3	25	22	11	27	1	6
"GRMZM2G056377"	7	6	11	3	0	0	11	14	12	7	0	0
"GRMZM2G056388"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G056392"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056393"	9	10	24	19	13	6	11	20	15	15	13	13
"GRMZM2G056395"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056400"	3	6	5	14	15	12	3	1	10	10	20	14
"GRMZM2G056403"	1	0	5	4	1	3	0	1	6	10	6	1
"GRMZM2G056407"	0	0	0	1	9	1	2	0	2	0	0	0
"GRMZM2G056418"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G056419"	26	22	65	73	47	35	41	25	78	65	34	56
"GRMZM2G056424"	3893	5330	19206	17950	3787	4157	1547	1086	7612	5637	1798	1710
"GRMZM2G056431"	386	559	1327	1677	1267	1209	337	342	1477	1212	373	524
"GRMZM2G056434"	1	0	0	0	0	0	0	1	0	0	0	0
"GRMZM2G056442"	3	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G056462"	78	51	108	108	148	121	83	84	100	105	97	103
"GRMZM2G056467"	2	2	0	0	6	1	0	2	5	7	2	6
"GRMZM2G056469"	2	2	0	0	0	0	9	5	0	0	0	0
"GRMZM2G056488"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056495"	20	17	57	65	26	19	27	29	198	202	35	26
"GRMZM2G056500"	521	473	1183	1487	662	931	189	174	717	418	187	123
"GRMZM2G056501"	278	314	1200	1168	964	765	676	568	2246	1732	866	1452
"GRMZM2G056505"	81	90	300	289	159	115	43	38	126	96	73	83
"GRMZM2G056507"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056513"	27	21	0	6	4	7	10	5	0	0	1	0
"GRMZM2G056524"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056526"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056539"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G056543"	0	1	0	0	0	0	1	1	5	2	0	0
"GRMZM2G056546"	2	2	0	0	0	0	0	1	0	0	0	0
"GRMZM2G056547"	41	40	26	35	20	10	36	22	22	29	14	8
"GRMZM2G056564"	4	9	11	34	53	35	15	24	30	36	36	19
"GRMZM2G056569"	61	70	159	209	209	121	115	111	278	265	98	89
"GRMZM2G056572"	61	62	264	303	134	92	75	75	264	297	88	134
"GRMZM2G056573"	30	43	79	85	77	88	36	45	102	80	36	45
"GRMZM2G056582"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056590"	0	1	1	0	0	1	0	0	1	0	0	0
"GRMZM2G056592"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056594"	0	0	0	0	0	0	0	3	0	0	0	0
"GRMZM2G056598"	8	5	39	43	42	37	16	18	45	50	29	16
"GRMZM2G056600"	89	64	223	209	171	178	167	107	219	186	328	247
"GRMZM2G056606"	2	7	7	7	5	0	10	4	21	20	7	2
"GRMZM2G056608"	17	13	66	53	39	20	42	19	37	71	11	11
"GRMZM2G056612"	1	0	0	0	3	10	3	6	2	1	6	20
"GRMZM2G056618"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056627"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056629"	0	0	1	0	0	0	3	1	0	0	0	0
"GRMZM2G056632"	2	3	9	6	3	1	2	5	14	8	8	6
"GRMZM2G056645"	42	65	163	161	74	70	46	56	123	150	51	81
"GRMZM2G056651"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056661"	6	2	16	8	19	12	6	2	2	2	5	2
"GRMZM2G056671"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056678"	1	1	1	0	0	0	0	1	0	0	1	1
"GRMZM2G056680"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056681"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056686"	195	211	739	625	243	246	319	299	601	539	469	418
"GRMZM2G056695"	51	27	57	36	46	46	23	23	27	24	23	21
"GRMZM2G056697"	1	3	10	14	0	1	4	3	2	6	0	0
"GRMZM2G056702"	126	106	289	328	45	31	40	43	112	160	49	53
"GRMZM2G056716"	0	2	2	0	0	0	0	0	1	0	0	0
"GRMZM2G056723"	2	2	2	4	0	0	2	0	2	3	0	0
"GRMZM2G056732"	90	102	139	134	178	96	142	132	398	537	148	321
"GRMZM2G056733"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056743"	0	0	1	0	9	38	0	0	1	0	0	0
"GRMZM2G056750"	0	0	0	0	0	0	0	0	0	0	0	1
"GRMZM2G056756"	65	80	165	153	68	47	90	79	120	108	57	38
"GRMZM2G056762"	7	20	243	248	183	157	70	88	231	244	75	85
"GRMZM2G056766"	17	23	88	114	43	41	39	48	58	106	23	18
"GRMZM2G056772"	15	15	3	4	151	97	36	28	63	48	78	527
"GRMZM2G056773"	0	0	0	0	1	1	0	1	0	0	1	0
"GRMZM2G056786"	1	1	17	16	0	2	7	9	13	12	2	0
"GRMZM2G056799"	10	5	12	6	0	1	6	8	8	11	0	0
"GRMZM2G056804"	0	1	0	0	0	0	2	3	1	1	0	1
"GRMZM2G056815"	2	5	2	4	0	0	10	4	0	2	0	0
"GRMZM2G056826"	1	0	0	1	1	0	2	0	8	4	0	0
"GRMZM2G056828"	0	0	0	1	0	0	1	1	0	0	0	0
"GRMZM2G056842"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056849"	25	43	198	207	86	94	52	44	144	127	56	62
"GRMZM2G056851"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056856"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056867"	0	0	3	3	2	13	0	0	4	3	3	11
"GRMZM2G056870"	54	54	92	117	60	80	65	42	62	80	27	38
"GRMZM2G056875"	1	1	4	2	0	0	0	0	1	0	0	0
"GRMZM2G056884"	0	1	2	0	0	0	1	0	0	0	0	0
"GRMZM2G056889"	5	9	3	4	0	0	0	0	1	1	0	1
"GRMZM2G056896"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056899"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056903"	21	32	32	32	5	2	29	26	10	26	1	0
"GRMZM2G056908"	0	2	2	1	0	1	1	2	0	6	0	1
"GRMZM2G056909"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056912"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056914"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056916"	17	13	77	67	46	19	33	49	68	81	55	57
"GRMZM2G056920"	0	0	0	0	0	0	0	0	0	0	2	0
"GRMZM2G056929"	39	59	60	70	184	165	54	27	158	56	189	393
"GRMZM2G056934"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056944"	26	12	42	23	16	9	15	5	41	27	24	9
"GRMZM2G056956"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056961"	1	1	2	2	0	2	7	4	13	36	42	45
"GRMZM2G056970"	0	0	0	0	3	8	0	0	0	0	0	0
"GRMZM2G056972"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056975"	1086	1637	6424	7192	3131	3514	966	926	2539	2086	981	650
"GRMZM2G056977"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G056983"	0	0	0	1	3	1	0	0	1	0	0	0
"GRMZM2G056986"	7	13	27	23	32	38	7	4	29	7	10	11
"GRMZM2G056988"	5	2	4	5	1	6	4	4	21	5	0	1
"GRMZM2G056989"	0	1	3	9	7	4	8	2	0	6	1	8
"GRMZM2G056996"	17	17	49	38	21	9	29	29	24	31	14	16
"GRMZM2G057000"	0	0	0	0	1	0	1	0	1	1	1	0
"GRMZM2G057004"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057006"	5	2	2	2	10	5	0	3	0	0	2	2
"GRMZM2G057011"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057023"	103	71	974	934	225	210	99	104	713	667	151	354
"GRMZM2G057026"	14	5	109	114	110	71	14	11	89	109	35	54
"GRMZM2G057027"	0	0	0	0	0	0	0	0	4	0	0	0
"GRMZM2G057031"	13	4	23	16	18	16	9	11	16	22	18	23
"GRMZM2G057037"	38	41	136	143	93	54	39	49	173	142	47	73
"GRMZM2G057044"	3	1	1	0	0	2	1	2	0	0	0	0
"GRMZM2G057047"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G057051"	3	2	6	5	1	0	2	4	4	2	0	0
"GRMZM2G057053"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057056"	114	101	294	349	113	68	136	141	239	243	100	70
"GRMZM2G057057"	31	35	144	144	52	66	40	53	137	144	50	40
"GRMZM2G057065"	0	0	3	0	0	0	0	0	4	7	0	0
"GRMZM2G057067"	5	3	15	18	26	19	10	9	36	19	20	43
"GRMZM2G057075"	52	48	297	308	261	161	66	42	171	200	129	117
"GRMZM2G057078"	32	61	382	428	130	114	82	83	382	381	103	137
"GRMZM2G057079"	0	1	0	1	0	0	2	6	6	6	0	0
"GRMZM2G057084"	48	51	106	134	53	72	85	93	126	97	49	50
"GRMZM2G057086"	0	0	0	0	0	1	0	1	0	0	0	0
"GRMZM2G057089"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057091"	534	571	1134	1092	189	139	691	645	453	503	136	174
"GRMZM2G057093"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057113"	51	31	54	59	116	61	43	38	89	66	27	28
"GRMZM2G057116"	10	3	2	5	5	4	1	0	0	0	0	0
"GRMZM2G057127"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057129"	23	27	67	59	60	26	43	42	95	123	35	61
"GRMZM2G057131"	6	10	21	22	9	5	16	8	22	8	2	4
"GRMZM2G057136"	1	1	2	0	0	0	0	0	0	0	0	0
"GRMZM2G057140"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057148"	0	0	0	3	0	1	0	0	0	0	0	0
"GRMZM2G057150"	96	132	420	495	639	476	140	141	379	323	260	255
"GRMZM2G057152"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057158"	44	33	202	204	168	97	50	53	321	234	135	134
"GRMZM2G057159"	11	11	91	110	29	31	23	24	146	152	301	319
"GRMZM2G057170"	1	0	0	0	1	0	1	0	0	0	0	0
"GRMZM2G057171"	0	0	1	0	0	0	3	3	0	1	1	4
"GRMZM2G057173"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057176"	0	0	0	0	0	0	0	0	2	0	0	0
"GRMZM2G057184"	7	15	30	13	18	8	11	6	53	23	11	26
"GRMZM2G057186"	3927	4938	42124	36531	48199	37004	3765	3351	34012	29999	37761	52839
"GRMZM2G057187"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057192"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057208"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G057220"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057223"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057230"	0	0	4	1	3	0	2	2	6	2	2	0
"GRMZM2G057237"	105	134	577	597	324	221	148	123	360	359	187	192
"GRMZM2G057241"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057243"	668	757	7373	7410	4465	3377	740	747	4578	6036	3019	3114
"GRMZM2G057247"	44	26	19	40	29	19	47	53	56	51	80	99
"GRMZM2G057251"	92	131	398	357	135	106	112	75	342	259	73	86
"GRMZM2G057258"	59	63	263	244	181	141	88	82	261	216	128	159
"GRMZM2G057260"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057262"	1	2	6	1	3	0	1	1	3	0	1	0
"GRMZM2G057264"	0	0	0	0	0	0	0	0	0	3	0	0
"GRMZM2G057265"	13	9	33	39	49	40	38	16	59	58	36	38
"GRMZM2G057268"	1	0	0	0	0	0	1	0	2	2	0	0
"GRMZM2G057281"	4985	7279	15588	19775	6354	4564	3166	2589	7783	7901	2479	2188
"GRMZM2G057283"	4	1	0	0	0	0	2	1	0	0	0	0
"GRMZM2G057296"	43	47	188	157	32	19	56	64	69	69	24	17
"GRMZM2G057301"	0	0	0	0	0	0	0	2	4	0	0	0
"GRMZM2G057304"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057305"	44	57	259	266	222	187	109	75	300	397	145	122
"GRMZM2G057310"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057328"	66	71	88	119	16	11	56	38	99	103	33	44
"GRMZM2G057329"	68	93	393	393	542	468	175	142	303	241	336	349
"GRMZM2G057352"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G057365"	0	0	0	0	2	2	0	0	0	0	0	0
"GRMZM2G057369"	19	43	238	336	162	121	55	49	408	243	174	245
"GRMZM2G057374"	36	70	123	137	50	63	200	173	963	901	336	444
"GRMZM2G057380"	20	19	163	166	94	67	28	27	140	118	68	57
"GRMZM2G057386"	0	3	0	0	2	0	2	0	0	0	0	0
"GRMZM2G057388"	11	10	37	30	30	20	11	13	20	13	21	7
"GRMZM2G057394"	18	18	55	70	67	31	23	26	59	51	20	19
"GRMZM2G057402"	38	27	160	138	16	10	21	40	133	171	20	46
"GRMZM2G057408"	16	33	87	138	78	76	38	32	96	115	62	63
"GRMZM2G057412"	17	12	34	50	48	28	14	6	74	39	59	56
"GRMZM2G057413"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057416"	1	0	2	2	2	5	2	0	0	1	0	1
"GRMZM2G057436"	15	16	58	71	32	47	23	22	52	59	29	25
"GRMZM2G057437"	40	49	216	213	85	89	98	59	178	158	44	42
"GRMZM2G057440"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057441"	114	117	588	711	275	221	103	118	489	441	163	177
"GRMZM2G057448"	8	12	32	25	28	13	14	18	14	8	11	16
"GRMZM2G057450"	82	65	151	135	119	95	164	162	170	153	84	111
"GRMZM2G057451"	184	209	395	420	258	220	191	214	778	621	480	473
"GRMZM2G057459"	1	1	1	1	1	2	2	5	4	3	2	0
"GRMZM2G057466"	0	3	1	1	0	0	0	0	1	0	0	0
"GRMZM2G057467"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057475"	19	24	69	63	26	26	35	30	49	30	21	32
"GRMZM2G057483"	0	0	0	0	2	0	0	0	0	0	0	0
"GRMZM2G057486"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057491"	2	2	4	8	6	5	0	0	3	10	5	15
"GRMZM2G057495"	15	20	58	51	2	6	27	44	272	33	2	5
"GRMZM2G057504"	21	3	39	48	25	25	14	14	30	53	20	11
"GRMZM2G057506"	0	0	3	8	0	0	0	0	0	0	1	0
"GRMZM2G057508"	19	10	34	52	52	39	48	41	112	100	44	70
"GRMZM2G057509"	51	45	199	217	406	165	27	17	121	104	174	535
"GRMZM2G057514"	0	0	0	0	1	1	2	0	0	0	0	0
"GRMZM2G057515"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057519"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057522"	0	0	0	0	0	0	0	0	0	0	0	1
"GRMZM2G057525"	61	70	256	303	206	214	91	50	279	227	88	103
"GRMZM2G057528"	2	4	2	1	17	13	4	2	1	2	27	30
"GRMZM2G057529"	1	1	10	6	1	1	2	4	2	5	0	0
"GRMZM2G057535"	7	0	9	11	26	25	9	7	10	16	4	15
"GRMZM2G057537"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057546"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057554"	29	47	177	227	74	57	33	39	84	122	38	30
"GRMZM2G057555"	0	1	1	0	1	0	0	0	1	0	0	0
"GRMZM2G057557"	16	8	16	18	14	12	16	7	15	21	4	4
"GRMZM2G057560"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057567"	30	19	77	46	27	10	26	28	42	25	6	5
"GRMZM2G057569"	3	8	7	3	0	0	6	4	3	4	0	0
"GRMZM2G057571"	16	7	26	13	0	0	27	33	23	14	0	1
"GRMZM2G057576"	29	35	53	36	47	28	26	35	59	62	27	26
"GRMZM2G057579"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057590"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057602"	26	9	22	38	4	2	23	27	28	32	4	7
"GRMZM2G057608"	68	79	78	59	395	252	173	165	45	59	167	228
"GRMZM2G057611"	2	0	11	10	30	45	1	0	380	165	149	420
"GRMZM2G057616"	255	262	376	359	206	184	401	368	485	342	100	50
"GRMZM2G057618"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM2G057622"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G057623"	13	9	27	39	11	8	9	5	4	12	26	13
"GRMZM2G057628"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057630"	489	624	1044	1119	441	348	796	540	417	387	172	172
"GRMZM2G057633"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057635"	2	4	24	18	16	4	17	16	7	15	9	13
"GRMZM2G057637"	0	0	7	5	0	0	1	0	0	0	0	0
"GRMZM2G057642"	27	46	232	224	291	223	126	131	101	55	147	268
"GRMZM2G057643"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057646"	54	51	200	168	123	86	76	85	184	164	71	70
"GRMZM2G057649"	7	8	15	8	3	2	4	9	6	6	3	3
"GRMZM2G057652"	3	8	63	72	39	28	3	12	45	20	15	21
"GRMZM2G057672"	6	14	52	74	67	20	4	0	47	63	32	65
"GRMZM2G057674"	31	41	147	216	122	91	69	71	222	220	39	72
"GRMZM2G057676"	0	0	0	0	0	0	1	0	3	0	0	0
"GRMZM2G057684"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057690"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057694"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057698"	19	11	45	28	23	17	11	8	25	41	15	12
"GRMZM2G057713"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057717"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM2G057724"	2	0	1	0	0	0	1	0	0	3	0	0
"GRMZM2G057732"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057733"	0	0	0	0	0	0	1	2	2	0	0	0
"GRMZM2G057740"	1	0	0	0	3	2	0	0	0	0	2	4
"GRMZM2G057743"	2	4	17	25	12	18	7	12	10	8	8	7
"GRMZM2G057749"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057753"	1	1	2	1	2	0	0	0	0	0	0	0
"GRMZM2G057766"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057768"	84	82	194	176	36	31	131	118	242	216	93	122
"GRMZM2G057772"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057778"	0	0	4	4	0	0	0	0	0	1	0	0
"GRMZM2G057779"	21	22	18	13	26	18	13	1	2	1	9	1
"GRMZM2G057789"	7	12	2	2	19	1	86	54	92	47	4	30
"GRMZM2G057820"	368	534	2594	3181	2894	3482	811	752	2838	2433	1275	1478
"GRMZM2G057823"	41	40	35	10	93	54	251	261	642	486	112	141
"GRMZM2G057827"	1	1	15	14	10	14	4	1	12	10	3	2
"GRMZM2G057829"	7	4	12	23	35	11	6	4	4	6	15	41
"GRMZM2G057841"	0	0	0	0	0	1	0	0	0	0	3	0
"GRMZM2G057848"	0	0	0	0	3	1	0	0	1	0	0	2
"GRMZM2G057852"	9	15	160	111	225	232	12	9	14	34	61	31
"GRMZM2G057853"	11	3	5	13	12	9	24	27	19	16	10	10
"GRMZM2G057865"	85	79	112	111	227	134	273	203	169	140	102	166
"GRMZM2G057871"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057882"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057885"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057888"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057890"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057891"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057906"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057907"	0	0	10	2	0	0	1	0	0	0	0	0
"GRMZM2G057910"	0	3	0	2	0	4	3	2	4	7	3	3
"GRMZM2G057930"	14	13	15	20	7	4	17	13	4	2	2	1
"GRMZM2G057935"	7	3	21	15	9	6	17	8	17	16	6	6
"GRMZM2G057942"	42	52	156	150	104	62	78	74	220	225	96	82
"GRMZM2G057950"	6	3	13	9	3	3	9	16	24	34	1	4
"GRMZM2G057955"	76	66	29	32	20	22	17	26	11	3	5	2
"GRMZM2G057958"	0	0	4	4	0	0	6	2	4	2	0	0
"GRMZM2G057959"	4	0	0	2	0	0	1	2	3	7	2	2
"GRMZM2G057963"	0	0	3	0	0	0	2	1	20	10	1	0
"GRMZM2G057966"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G057973"	13	11	22	19	10	12	19	20	45	25	5	20
"GRMZM2G057975"	0	0	0	0	0	2	0	0	0	0	1	0
"GRMZM2G057983"	124	133	492	450	166	120	121	118	414	460	238	233
"GRMZM2G057998"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058004"	3	4	14	10	17	18	9	8	12	11	21	29
"GRMZM2G058013"	1	1	6	2	1	1	1	2	9	4	1	7
"GRMZM2G058019"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058021"	3	10	10	15	14	3	6	5	5	2	4	22
"GRMZM2G058024"	0	0	0	9	0	0	0	0	1	2	0	0
"GRMZM2G058026"	42	60	165	207	39	29	13	16	41	33	5	0
"GRMZM2G058032"	47	64	8	10	9	4	489	589	191	151	18	54
"GRMZM2G058033"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058036"	0	0	1	0	0	0	2	0	0	0	0	0
"GRMZM2G058037"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058039"	63	110	350	375	271	221	168	166	456	390	313	312
"GRMZM2G058050"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058057"	119	119	262	253	231	183	282	276	467	286	143	166
"GRMZM2G058065"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058067"	1	0	1	1	2	1	4	2	1	2	2	3
"GRMZM2G058070"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058075"	0	0	0	0	1	1	0	0	0	1	0	0
"GRMZM2G058078"	32	29	76	82	27	6	18	21	112	84	15	37
"GRMZM2G058079"	1	4	0	1	0	0	1	0	1	1	0	0
"GRMZM2G058081"	12	22	75	99	28	61	15	12	79	62	12	5
"GRMZM2G058087"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058089"	6	7	4	4	3	3	21	24	14	13	3	0
"GRMZM2G058091"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058095"	28	21	59	52	22	7	14	12	14	18	0	5
"GRMZM2G058098"	21	20	52	60	51	33	39	15	57	78	22	20
"GRMZM2G058105"	24	30	108	96	93	71	35	29	116	139	69	54
"GRMZM2G058120"	15	14	37	11	20	22	18	13	25	9	5	7
"GRMZM2G058128"	20	18	68	83	28	13	36	24	38	49	12	18
"GRMZM2G058133"	0	0	7	4	7	6	0	0	6	4	3	0
"GRMZM2G058138"	31	35	66	72	100	71	62	54	42	31	74	80
"GRMZM2G058141"	1	0	1	1	0	0	2	0	1	1	0	0
"GRMZM2G058144"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM2G058149"	2	0	2	0	23	8	4	2	45	29	5	42
"GRMZM2G058155"	0	1	0	0	0	0	1	2	3	1	0	0
"GRMZM2G058158"	10	9	36	40	12	10	21	11	21	48	22	10
"GRMZM2G058162"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058173"	2	8	15	35	0	0	2	0	10	10	0	0
"GRMZM2G058196"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058197"	18	22	41	48	11	17	10	16	24	28	6	7
"GRMZM2G058199"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058208"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G058220"	0	0	0	0	0	0	0	0	0	0	0	0
