""	"Li_2010.total.Section_1.1"	"Li_2010.total.Section_1.2"	"Li_2010.total.Section_4.1"	"Li_2010.total.Section_4.2"	"Li_2010.total.Section_9.1"	"Li_2010.total.Section_9.2"	"Li_2010.total.Section_14.1"	"Li_2010.total.Section_14.2"	"Li_2010.M.Section_14.1"	"Li_2010.M.Section_14.2"	"Li_2010.BS.Section_14.1"	"Li_2010.BS.Section_14.2"
"GRMZM2G006324"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006325"	5	11	2	6	2	2	0	1	0	1	0	0
"GRMZM2G006329"	23	65	30	36	35	22	10	29	22	20	14	48
"GRMZM2G006331"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006341"	22	21	10	17	3	5	1	4	0	0	0	0
"GRMZM2G006352"	29	107	9	4	3	4	4	6	0	0	1	4
"GRMZM2G006363"	118	197	325	544	1935	2102	681	1347	211	242	861	1571
"GRMZM2G006366"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006368"	6	26	1	3	6	5	4	11	0	0	0	0
"GRMZM2G006370"	106	197	2	7	2	1	2	3	1	2	0	0
"GRMZM2G006371"	52	164	103	134	69	70	13	77	59	19	34	27
"GRMZM2G006377"	149	266	468	710	794	721	339	815	190	87	74	64
"GRMZM2G006395"	2	6	2	4	4	3	0	3	0	0	0	0
"GRMZM2G006399"	11	11	5	16	9	6	4	5	12	8	5	3
"GRMZM2G006404"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006408"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006411"	0	0	0	0	2	0	0	1	0	0	0	0
"GRMZM2G006416"	22	87	52	68	111	95	40	97	3	3	2	5
"GRMZM2G006424"	1	9	3	5	0	0	0	0	0	0	0	0
"GRMZM2G006428"	110	240	139	195	215	181	67	165	101	105	78	84
"GRMZM2G006429"	203	425	14	18	5	9	1	0	1	3	0	0
"GRMZM2G006433"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006439"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006442"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006445"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006450"	12	18	3	0	0	1	1	1	4	10	0	0
"GRMZM2G006452"	223	141	9	10	15	10	2	14	4	2	4	2
"GRMZM2G006453"	35	41	83	108	149	164	78	172	123	125	91	104
"GRMZM2G006456"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006463"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006468"	19	46	221	358	403	340	123	180	165	133	150	109
"GRMZM2G006470"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006472"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006474"	436	813	136	204	173	186	52	159	60	51	23	17
"GRMZM2G006477"	34	56	214	299	385	381	182	358	189	132	168	181
"GRMZM2G006480"	2	25	51	118	340	366	183	644	509	510	293	320
"GRMZM2G006481"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006493"	117	213	112	197	249	220	70	230	62	44	114	139
"GRMZM2G006497"	1	5	1	0	0	0	0	0	0	0	0	0
"GRMZM2G006505"	81	155	2	4	0	1	0	0	2	0	0	0
"GRMZM2G006507"	149	229	98	115	82	72	33	64	29	34	14	13
"GRMZM2G006526"	24	47	12	22	12	13	9	17	0	0	0	1
"GRMZM2G006530"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006531"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006538"	3	2	2	3	5	2	1	4	9	2	5	0
"GRMZM2G006554"	6	5	12	15	12	6	3	7	0	0	0	0
"GRMZM2G006562"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006565"	1	7	20	52	10	10	0	1	4	0	0	0
"GRMZM2G006578"	0	0	0	0	0	0	0	2	0	0	0	0
"GRMZM2G006585"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006593"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006595"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006601"	0	0	0	0	0	0	0	0	1	0	2	1
"GRMZM2G006620"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006626"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006631"	26	55	9	12	5	4	0	3	0	0	0	0
"GRMZM2G006644"	13	19	10	7	4	18	1	9	1	3	0	0
"GRMZM2G006658"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006661"	153	142	49	61	40	28	29	27	21	5	9	8
"GRMZM2G006672"	270	308	163	227	302	291	199	376	146	133	189	211
"GRMZM2G006673"	164	318	81	109	99	93	67	154	36	74	31	50
"GRMZM2G006676"	153	432	22	59	20	26	9	10	24	10	6	0
"GRMZM2G006678"	14	13	4	6	4	7	5	13	9	2	4	1
"GRMZM2G006686"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM2G006696"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006699"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006704"	637	1628	336	540	472	436	267	515	494	397	393	618
"GRMZM2G006707"	339	582	290	465	509	481	307	570	259	213	170	233
"GRMZM2G006709"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G006711"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006714"	66	149	1	1	2	1	0	2	0	0	1	0
"GRMZM2G006716"	1	1	3	12	0	1	0	0	0	0	0	0
"GRMZM2G006721"	25	54	7	17	5	2	0	0	0	0	0	0
"GRMZM2G006727"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006732"	0	0	0	0	1	0	0	1	0	0	0	0
"GRMZM2G006734"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006736"	14	16	57	102	235	232	117	223	16	13	23	35
"GRMZM2G006742"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006745"	17	48	38	79	120	114	78	232	95	56	39	100
"GRMZM2G006749"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G006752"	42	68	115	138	203	226	136	305	52	27	26	108
"GRMZM2G006753"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006759"	0	1	0	3	0	1	0	0	0	0	0	0
"GRMZM2G006762"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006763"	8	11	0	1	0	0	3	2	0	0	1	1
"GRMZM2G006765"	1296	2619	129	179	418	353	71	177	116	112	29	20
"GRMZM2G006780"	38	31	24	31	31	35	3	39	11	6	4	0
"GRMZM2G006781"	137	222	63	93	53	51	17	44	9	5	4	1
"GRMZM2G006790"	42	75	435	551	286	261	172	266	336	284	192	214
"GRMZM2G006791"	145	355	1725	2632	5856	5699	1646	3489	2880	2268	1757	1758
"GRMZM2G006806"	103	318	80	140	114	128	66	107	93	62	69	76
"GRMZM2G006821"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006828"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006830"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006838"	30	53	19	40	32	22	12	18	1	0	0	4
"GRMZM2G006841"	1	0	0	0	0	2	0	0	0	0	0	0
"GRMZM2G006843"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006851"	0	0	1	1	0	0	0	2	0	0	0	0
"GRMZM2G006853"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM2G006870"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G006871"	14	19	1	0	0	0	0	0	0	0	0	1
"GRMZM2G006876"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006878"	0	0	0	0	0	0	0	0	0	0	0	1
"GRMZM2G006884"	8	13	5	8	4	8	18	5	4	8	2	3
"GRMZM2G006894"	479	1010	909	1718	1570	1467	553	1611	0	1	1	11
"GRMZM2G006905"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006918"	3	0	2	5	1	1	1	1	0	0	0	0
"GRMZM2G006937"	146	277	677	847	1955	1483	126	241	46	31	8	13
"GRMZM2G006942"	256	364	349	356	34	31	10	22	6	1	4	3
"GRMZM2G006943"	29	39	4	6	5	7	7	22	2	2	4	1
"GRMZM2G006948"	49	53	79	88	72	67	29	61	19	21	15	14
"GRMZM2G006950"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006952"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006953"	867	2533	366	722	1005	961	677	1547	1076	1164	1130	2120
"GRMZM2G006959"	0	0	2	7	2	0	0	1	20	19	7	23
"GRMZM2G006964"	3	3	1	0	22	23	6	11	0	0	0	1
"GRMZM2G006965"	95	172	83	119	97	78	52	101	90	51	39	47
"GRMZM2G006973"	0	0	6	22	3	3	1	3	1	2	0	0
"GRMZM2G006977"	80	170	148	211	107	197	91	146	145	54	18	22
"GRMZM2G006981"	5	7	0	0	0	0	0	0	0	0	0	0
"GRMZM2G006985"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007001"	0	0	1	3	1	1	0	3	0	0	1	4
"GRMZM2G007012"	189	463	136	295	328	543	226	572	625	918	622	711
"GRMZM2G007020"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007021"	202	422	82	114	78	88	72	150	107	85	76	88
"GRMZM2G007025"	16	25	10	24	53	60	29	63	25	39	13	14
"GRMZM2G007028"	47	71	0	4	0	0	0	0	0	0	0	0
"GRMZM2G007030"	5	4	2	4	3	1	2	5	0	0	0	1
"GRMZM2G007038"	270	741	1475	2014	3261	3231	1813	3183	2276	1797	1410	1128
"GRMZM2G007053"	0	0	0	0	0	0	0	0	2	4	0	0
"GRMZM2G007055"	27	35	17	31	29	18	3	3	2	2	1	0
"GRMZM2G007057"	192	409	2	5	1	0	1	0	4	0	0	0
"GRMZM2G007060"	49	127	41	49	38	28	16	38	9	5	7	11
"GRMZM2G007063"	115	243	64	129	313	281	169	352	150	118	222	285
"GRMZM2G007074"	1	6	2	0	0	4	0	4	0	0	1	1
"GRMZM2G007080"	25	20	6	7	8	8	5	9	14	7	14	16
"GRMZM2G007097"	0	1	1	0	0	0	0	0	0	0	0	0
"GRMZM2G007103"	282	487	131	231	120	125	73	163	167	111	98	109
"GRMZM2G007120"	97	112	152	240	501	485	255	586	442	313	426	663
"GRMZM2G007122"	135	219	171	258	223	217	82	261	438	515	214	289
"GRMZM2G007130"	6	12	13	18	6	3	0	0	1	0	0	0
"GRMZM2G007134"	1	0	0	0	4	2	0	0	0	0	1	1
"GRMZM2G007137"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM2G007140"	1	4	18	69	34	31	11	35	4	10	1	0
"GRMZM2G007146"	109	246	180	300	471	437	251	581	286	225	112	55
"GRMZM2G007151"	0	7	17	38	53	47	26	74	5	5	6	1
"GRMZM2G007156"	25	33	25	40	24	26	7	27	0	0	0	0
"GRMZM2G007157"	10	11	23	22	30	19	9	20	17	34	9	9
"GRMZM2G007160"	102	145	228	394	1686	1524	419	846	230	178	494	513
"GRMZM2G007173"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007185"	79	149	39	62	21	16	4	7	0	1	5	0
"GRMZM2G007188"	83	202	85	123	219	194	63	140	291	290	162	152
"GRMZM2G007190"	23	30	35	42	31	24	12	34	13	18	8	14
"GRMZM2G007195"	247	714	318	499	220	231	116	284	153	109	38	27
"GRMZM2G007201"	181	274	65	132	154	168	75	169	59	41	111	172
"GRMZM2G007206"	127	361	44	111	26	23	22	51	10	3	7	20
"GRMZM2G007228"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007229"	154	229	129	160	162	158	53	158	8	8	8	2
"GRMZM2G007236"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007241"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007246"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007248"	13	5	10	22	1	1	4	8	0	0	0	0
"GRMZM2G007249"	59	175	16	30	239	278	182	739	6	5	59	87
"GRMZM2G007252"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007256"	46	194	141	202	159	160	59	190	80	32	20	310
"GRMZM2G007258"	47	79	9	20	14	13	7	20	8	2	5	0
"GRMZM2G007260"	165	330	235	376	307	292	175	306	434	360	190	238
"GRMZM2G007267"	9	2	5	17	7	1	3	3	15	12	7	23
"GRMZM2G007276"	329	515	190	322	312	293	162	332	340	293	275	407
"GRMZM2G007277"	95	160	23	47	34	33	24	48	26	38	6	8
"GRMZM2G007283"	136	275	86	148	161	128	29	71	0	1	0	0
"GRMZM2G007288"	80	191	12	12	7	4	7	4	0	4	0	0
"GRMZM2G007289"	0	0	0	0	0	0	1	2	0	0	0	0
"GRMZM2G007300"	107	141	127	222	261	227	154	312	317	253	285	393
"GRMZM2G007306"	24	97	26	53	11	17	4	6	3	0	0	6
"GRMZM2G007321"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007324"	42	81	3	3	2	7	1	0	4	0	0	0
"GRMZM2G007327"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007332"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007339"	52	159	24	47	34	34	29	55	3	1	2	1
"GRMZM2G007345"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007347"	64	141	93	164	152	126	79	186	77	52	93	100
"GRMZM2G007354"	6	13	47	54	102	84	37	83	87	60	55	108
"GRMZM2G007369"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G007372"	13	73	222	395	370	364	83	154	29	17	204	181
"GRMZM2G007381"	80	184	128	210	290	264	158	325	353	215	299	402
"GRMZM2G007384"	94	100	62	120	129	110	56	103	55	61	26	41
"GRMZM2G007385"	144	190	41	65	23	28	16	33	15	16	12	16
"GRMZM2G007399"	42	30	66	86	70	59	19	42	88	50	42	32
"GRMZM2G007404"	112	378	88	155	58	64	14	51	0	0	0	0
"GRMZM2G007406"	5	11	0	1	0	0	0	0	0	0	0	1
"GRMZM2G007414"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007418"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007426"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007441"	435	1856	399	1161	522	891	167	411	461	367	441	492
"GRMZM2G007453"	85	137	103	154	111	76	42	94	6	15	10	10
"GRMZM2G007466"	85	186	296	452	143	153	49	92	46	40	28	9
"GRMZM2G007469"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007475"	33	75	29	69	28	20	14	42	10	4	8	24
"GRMZM2G007477"	2	9	23	61	115	118	77	140	14	2	4	2
"GRMZM2G007481"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007486"	140	184	69	86	104	84	69	120	50	42	42	30
"GRMZM2G007488"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM2G007489"	597	1324	207	300	520	434	196	466	131	80	37	30
"GRMZM2G007502"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G007514"	52	70	126	175	36	24	4	8	5	2	6	7
"GRMZM2G007530"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007533"	0	1	0	0	0	0	0	1	0	0	0	0
"GRMZM2G007538"	1	0	0	1	0	0	0	1	0	0	0	0
"GRMZM2G007546"	5	6	5	14	4	4	2	0	0	0	0	0
"GRMZM2G007555"	71	209	24	55	45	43	35	36	1	2	0	0
"GRMZM2G007578"	0	3	2	2	0	1	0	2	0	0	0	0
"GRMZM2G007587"	57	186	63	109	126	128	99	241	29	6	16	5
"GRMZM2G007590"	127	229	49	58	49	53	46	95	132	160	34	56
"GRMZM2G007615"	18	47	21	89	0	1	0	0	0	0	0	0
"GRMZM2G007628"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007630"	25	99	9	15	21	18	15	37	0	0	1	0
"GRMZM2G007633"	0	0	0	0	0	0	0	1	1	0	0	0
"GRMZM2G007647"	131	177	98	108	35	21	7	10	2	1	1	0
"GRMZM2G007651"	50	84	239	389	801	773	348	856	834	612	493	507
"GRMZM2G007659"	7	18	5	10	7	9	0	3	0	0	0	0
"GRMZM2G007675"	171	357	252	297	286	295	78	166	49	41	32	36
"GRMZM2G007680"	4	4	1	2	1	1	1	5	0	0	0	0
"GRMZM2G007681"	61	72	32	44	36	31	5	22	3	8	2	0
"GRMZM2G007683"	61	125	131	215	319	277	182	401	557	520	300	416
"GRMZM2G007685"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007695"	360	609	61	102	36	34	32	122	51	18	18	23
"GRMZM2G007698"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007700"	0	3	0	1	1	1	5	1	0	0	0	0
"GRMZM2G007708"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007713"	6	5	1	1	3	4	2	5	0	0	0	0
"GRMZM2G007715"	0	0	0	0	1	0	0	0	1	1	0	0
"GRMZM2G007721"	237	310	165	227	210	205	86	187	156	119	126	138
"GRMZM2G007723"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007729"	6701	18310	435	593	501	536	459	727	89	48	440	1271
"GRMZM2G007734"	45	65	34	47	73	50	36	84	3	7	3	1
"GRMZM2G007736"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007754"	1	0	1	1	0	1	3	0	0	0	0	0
"GRMZM2G007757"	32	41	12	13	15	15	11	49	18	4	15	23
"GRMZM2G007782"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007784"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007791"	154	385	95	141	62	63	24	61	35	13	12	46
"GRMZM2G007795"	0	0	0	0	4	4	2	1	0	0	0	0
"GRMZM2G007801"	9	5	7	11	45	37	26	51	38	45	90	122
"GRMZM2G007806"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM2G007807"	0	0	0	0	0	0	0	1	0	0	2	1
"GRMZM2G007810"	52	100	99	170	97	102	31	72	55	44	21	45
"GRMZM2G007817"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007834"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007835"	121	519	50	136	136	122	98	201	138	121	123	213
"GRMZM2G007848"	192	238	382	539	990	880	356	703	207	142	129	90
"GRMZM2G007850"	1	3	0	2	2	2	0	2	0	0	0	0
"GRMZM2G007854"	116	166	171	188	146	146	58	117	8	10	8	5
"GRMZM2G007867"	5	18	6	11	12	16	12	29	10	11	5	3
"GRMZM2G007871"	417	638	220	306	275	235	152	236	91	59	52	73
"GRMZM2G007884"	0	2	0	0	0	0	1	2	0	0	1	0
"GRMZM2G007885"	178	240	26	22	1	1	2	1	0	0	0	0
"GRMZM2G007896"	2	0	3	2	2	3	5	2	7	6	2	3
"GRMZM2G007899"	56	174	19	33	16	11	18	18	12	9	10	7
"GRMZM2G007907"	41	110	183	264	131	90	22	38	19	10	49	67
"GRMZM2G007909"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G007914"	19	71	26	47	61	57	28	74	2	0	17	19
"GRMZM2G007915"	230	304	128	225	167	128	102	162	44	32	47	66
"GRMZM2G007922"	106	102	137	160	240	208	77	209	6	7	4	7
"GRMZM2G007928"	8	22	21	46	733	636	89	147	166	100	1860	1163
"GRMZM2G007933"	88	153	78	105	84	63	49	81	73	46	56	77
"GRMZM2G007936"	35	76	20	44	43	37	15	50	16	7	17	38
"GRMZM2G007939"	39	124	238	557	2225	3044	1137	3271	1424	1693	3960	5437
"GRMZM2G007948"	6	18	0	1	0	0	0	0	0	0	0	0
"GRMZM2G007950"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007953"	103	226	0	4	0	0	0	0	0	1	0	0
"GRMZM2G007956"	3	0	0	1	0	0	0	0	2	0	1	3
"GRMZM2G007957"	22	36	71	85	151	146	95	175	93	63	52	69
"GRMZM2G007969"	4	6	0	0	0	0	0	0	0	0	0	0
"GRMZM2G007981"	12	29	8	12	5	8	1	2	1	0	0	0
"GRMZM2G007997"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008022"	0	0	0	4	0	0	1	1	1	0	0	0
"GRMZM2G008029"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008032"	0	0	0	0	1	0	0	0	0	0	0	1
"GRMZM2G008033"	0	8	1	5	6	2	4	5	2	0	0	0
"GRMZM2G008038"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008047"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008053"	1	0	0	0	16	14	1	2	0	0	1	0
"GRMZM2G008058"	218	271	112	178	133	112	50	101	39	50	29	25
"GRMZM2G008060"	16	33	6	19	9	13	1	13	0	0	1	0
"GRMZM2G008061"	112	109	60	66	83	88	49	98	33	28	32	21
"GRMZM2G008064"	0	1	0	1	6	0	2	2	5	1	1	0
"GRMZM2G008066"	0	0	0	1	0	0	0	0	1	0	0	0
"GRMZM2G008072"	10	19	41	83	8	6	4	17	1	0	2	0
"GRMZM2G008082"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008093"	145	201	26	40	20	15	5	22	18	12	8	8
"GRMZM2G008095"	87	220	22	51	42	42	16	63	20	23	4	17
"GRMZM2G008106"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008108"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008109"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008115"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008122"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008123"	26	50	50	106	71	61	28	78	45	42	40	34
"GRMZM2G008139"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM2G008152"	2	7	1	4	0	0	0	1	1	0	0	0
"GRMZM2G008159"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008166"	6	4	5	5	14	10	6	7	4	6	4	2
"GRMZM2G008175"	78	80	25	55	50	50	22	50	60	47	42	48
"GRMZM2G008185"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008196"	23	63	0	2	0	0	0	0	0	0	0	0
"GRMZM2G008202"	8	7	0	0	2	2	7	16	0	0	2	3
"GRMZM2G008203"	0	0	0	0	1	1	0	0	0	1	0	0
"GRMZM2G008209"	47	99	35	52	109	110	63	125	16	20	13	29
"GRMZM2G008213"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008216"	250	466	203	288	105	93	29	55	45	44	24	35
"GRMZM2G008226"	4	6	26	44	121	92	47	51	57	62	41	50
"GRMZM2G008232"	588	1047	248	395	433	457	270	527	166	112	233	344
"GRMZM2G008234"	30	16	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008236"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008239"	0	0	1	0	0	0	0	1	0	0	0	0
"GRMZM2G008242"	25	22	95	94	190	184	107	216	33	45	21	10
"GRMZM2G008247"	91	364	4519	5891	7803	6211	1674	3696	73	5	201	179
"GRMZM2G008250"	5	12	1	4	1	4	1	1	0	0	0	0
"GRMZM2G008252"	37	136	8	21	17	18	18	36	3	1	2	4
"GRMZM2G008259"	284	437	67	94	110	105	61	149	144	108	81	86
"GRMZM2G008263"	376	595	382	532	9901	8363	6860	11048	1631	1708	12160	17708
"GRMZM2G008266"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G008271"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008273"	178	237	120	168	139	128	73	177	117	59	65	87
"GRMZM2G008279"	11	14	14	18	17	12	12	23	5	0	4	8
"GRMZM2G008286"	1	3	0	2	0	0	0	1	0	0	0	0
"GRMZM2G008287"	90	137	15	7	7	4	7	3	0	2	3	0
"GRMZM2G008290"	296	1185	123	352	240	262	122	245	14	9	128	108
"GRMZM2G008297"	0	0	0	1	1	2	4	2	1	2	2	1
"GRMZM2G008305"	1	12	0	2	1	1	0	2	0	0	0	0
"GRMZM2G008309"	96	261	39	92	60	80	17	56	83	58	14	13
"GRMZM2G008312"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008313"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008316"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008326"	34	108	3	4	8	8	0	6	1	3	0	1
"GRMZM2G008327"	179	248	29	35	17	16	4	13	4	3	0	2
"GRMZM2G008329"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G008339"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008341"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008352"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008353"	5	25	26	73	71	118	10	44	5	4	12	11
"GRMZM2G008356"	141	257	125	164	88	85	34	106	11	1	19	17
"GRMZM2G008359"	0	0	0	0	1	0	1	0	0	0	0	0
"GRMZM2G008367"	11	19	0	1	0	0	0	0	0	0	0	0
"GRMZM2G008369"	14	29	7	13	5	11	4	19	1	0	0	0
"GRMZM2G008374"	0	0	1	1	0	0	0	0	0	0	0	0
"GRMZM2G008377"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008387"	0	0	0	1	0	0	0	0	1	2	0	1
"GRMZM2G008403"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008406"	43	86	0	1	1	0	0	1	2	0	1	0
"GRMZM2G008410"	550	380	131	157	85	83	53	92	104	106	61	89
"GRMZM2G008425"	3	22	42	57	117	91	37	104	35	26	24	15
"GRMZM2G008430"	7	4	1	0	0	0	1	2	1	0	1	0
"GRMZM2G008442"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008444"	89	52	8	10	2	2	0	2	2	0	0	0
"GRMZM2G008456"	244	484	144	216	185	177	60	136	43	46	19	26
"GRMZM2G008464"	0	0	0	0	1	0	0	0	30	22	5	0
"GRMZM2G008468"	0	2	3	2	2	1	0	2	0	0	0	0
"GRMZM2G008472"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008474"	1	0	0	0	0	1	0	0	0	0	0	0
"GRMZM2G008482"	29	87	19	51	37	72	17	27	1	6	11	8
"GRMZM2G008484"	2	4	2	5	2	3	1	3	0	1	0	0
"GRMZM2G008490"	261	550	83	102	79	71	30	42	13	16	6	12
"GRMZM2G008497"	270	459	142	185	126	100	57	166	60	56	28	30
"GRMZM2G008501"	81	153	28	37	33	20	6	15	2	3	5	7
"GRMZM2G008507"	13	48	11	50	686	1575	300	711	263	206	524	586
"GRMZM2G008513"	173	212	68	110	128	111	87	127	17	9	10	14
"GRMZM2G008517"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008524"	2	1	3	3	1	1	0	1	1	0	0	0
"GRMZM2G008525"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008528"	1	6	22	30	75	76	34	59	0	7	4	3
"GRMZM2G008539"	0	0	0	0	1	2	2	2	0	0	0	0
"GRMZM2G008542"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008543"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008550"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008556"	253	328	95	97	43	43	21	43	21	36	17	4
"GRMZM2G008558"	68	146	12	25	36	23	17	51	4	0	3	0
"GRMZM2G008578"	0	5	0	3	0	1	0	0	0	0	0	0
"GRMZM2G008583"	10	35	2	1	0	0	0	0	0	0	0	0
"GRMZM2G008593"	33	101	0	0	0	0	0	0	0	0	0	0
"GRMZM2G008598"	0	0	0	0	0	0	0	0	0	0	0	0
