""	"BS.S5.vs.M.S5"	"BS.S4.vs.M.S4"	"BS.S3.vs.M.S3"	"BS.S2.vs.M.S2"	"BS.S1.vs.M.S1"
"AC185474.3_FG005"	1	1	1	1	1
"AC185474.3_FG009"	1	1	1	1	1
"AC185475.3_FG001"	1	1	1	0.382775393175293	1
"AC185478.4_FG004"	1	1	1	1	1
"AC185478.4_FG005"	1	0.56254307214125	0.239455722910831	0.492488476047349	1
"AC185478.4_FG007"	1	1	1	1	1
"AC185479.3_FG006"	1	1	1	1	0.0519415056724
"AC185481.5_FG001"	1	1	1	0.851883392138643	1
"AC185482.3_FG001"	1	1	1	1	1
"AC185487.4_FG001"	1	1	1	1	1
"AC185487.4_FG003"	1	1	1	1	1
"AC185489.3_FG001"	1	1	1	1	1
"AC185489.3_FG002"	1	1	1	1	1
"AC185490.4_FG001"	1	1	1	1	1
"AC185492.2_FG005"	1	1	1	1	1
"AC185498.3_FG007"	1	1	1	0.447171882350234	1
"AC185500.3_FG001"	0.97997708524879	1	1	0.294709914290022	1
"AC185500.3_FG004"	1	1	1	1	1
"AC185500.3_FG005"	1	1	1	1	1
"AC185501.3_FG001"	1	1	1	1	1
"AC185501.3_FG006"	1	1	1	1	1
"AC185504.4_FG001"	1	1	1	1	1
"AC185504.4_FG002"	1	1	1	1	1
"AC185504.4_FG006"	1	1	1	1	1
"AC185504.4_FG008"	1	1	1	1	1
"AC185504.4_FG009"	1	1	1	1	1
"AC185510.3_FG001"	1	1	1	1	1
"AC185514.3_FG007"	1	1	1	1	1
"AC185519.3_FG002"	1	1	1	1	1
"AC185522.2_FG001"	1	1	1	1	1
"AC185522.2_FG002"	1	1	1	1	1
"AC185530.2_FG003"	1	1	1	1	1
"AC185530.2_FG004"	1	1	1	1	1
"AC185530.2_FG005"	1	1	1	1	1
"AC185531.2_FG001"	1	1	1	1	1
"AC185586.4_FG003"	1	1	1	1	1
"AC185587.3_FG003"	1	1	1	1	1
"AC185588.2_FG002"	1	1	1	0.292628162652511	1
"AC185588.2_FG008"	1	1	1	1	1
"AC185591.4_FG017"	1	1	1	1	1
"AC185593.3_FG002"	1	1	1	1	1
"AC185593.3_FG003"	1	1	1	1	1
"AC185596.3_FG014"	1	1	1	0.653191597631405	0.836433734489012
"AC185601.3_FG007"	1	1	1	1	1
"AC185601.3_FG008"	1	1	1	1	1
"AC185602.3_FG004"	1	1	1	1	1
"AC185603.4_FG007"	1	1	1	1	1
"AC185604.3_FG002"	1	1	1	1	1
"AC185605.3_FG003"	1	1	1	1	1
"AC185605.3_FG004"	1	1	1	1	1
"AC185606.2_FG003"	1	1	1	1	1
"AC185608.3_FG001"	1	1	1	1	1
"AC185610.3_FG001"	1	1	1	1	1
"AC185610.3_FG003"	1	1	1	1	1
"AC185611.3_FG001"	1	1	1	1	1
"AC185611.3_FG004"	1	1	1	1	1
"AC185612.3_FG002"	1	1	1	0.851883392138643	1
"AC185612.3_FG006"	1	1	1	1	1
"AC185619.4_FG005"	1	1	1	0.973494321471008	1
"AC185623.4_FG010"	1	1	1	1	1
"AC185623.4_FG012"	1	1	1	1	1
"AC185625.4_FG004"	1	1	1	1	1
"AC185628.3_FG010"	1	1	1	1	1
"AC185630.3_FG002"	1	1	1	1	1
"AC185631.4_FG001"	1	1	1	1	1
"AC185632.3_FG001"	1	1	1	1	1
"AC185642.4_FG001"	1	1	1	1	1
"AC185642.4_FG006"	1	1	1	1	1
"AC185645.4_FG006"	1	1	1	1	1
"AC185648.3_FG001"	1	1	1	1	1
"AC185648.3_FG007"	1	1	1	1	1
"AC185649.2_FG003"	1	1	1	1	1
"AC185651.3_FG005"	1	1	1	1	1
"AC185654.3_FG006"	1	1	1	0.697593877856291	1
"AC185655.3_FG004"	1	1	1	1	1
"AC185655.3_FG005"	1	1	1	1	1
"AC185655.3_FG008"	1	1	1	1	1
"AC185655.3_FG010"	1	1	1	1	1
"AC185656.3_FG002"	1	1	1	0.840982438127983	1
"AC185660.3_FG003"	1	1	1	1	1
"AC185662.2_FG003"	1	1	1	1	1
"AC185665.3_FG004"	1	1	1	1	1
"AC185665.3_FG008"	1	1	1	1	1
"AC185667.3_FG007"	1	1	1	1	1
"AC185667.3_FG008"	1	1	1	1	1
"AC185668.3_FG001"	1	1	1	1	1
"AC185668.3_FG004"	1	1	1	1	1
"AC186009.3_FG001"	1	1	1	0.506789356727856	0.858377211476735
"AC186013.3_FG001"	1	1	1	0.899779364105122	1
"AC186013.3_FG002"	1	1	1	1	1
"AC186015.3_FG005"	1	1	1	1	1
"AC186020.3_FG003"	1	1	1	1	1
"AC186021.3_FG001"	1	1	1	1	1
"AC186023.2_FG004"	1	1	1	1	1
"AC186026.3_FG003"	1	1	1	1	1
"AC186026.3_FG004"	1	1	1	1	1
"AC186028.3_FG002"	1	1	1	1	1
"AC186028.3_FG003"	1	1	1	1	1
"AC186030.3_FG003"	1	1	1	0.849500757757036	1
"AC186143.3_FG001"	1	1	1	1	1
"AC186143.3_FG008"	1	1	1	1	1
"AC186145.3_FG002"	1	1	1	1	1
"AC186146.3_FG002"	1	1	1	1	1
"AC186147.3_FG008"	1	1	1	1	1
"AC186156.3_FG004"	1	1	1	1	0.973395029599129
"AC186156.3_FG005"	1	1	0.830719396059283	0.691099564204658	1
"AC186159.3_FG005"	1	1	1	1	1
"AC186164.3_FG001"	1	0.657454973110812	1	0.962740528564478	1
"AC186165.2_FG002"	1	1	1	0.373858687672367	1
"AC186166.3_FG008"	0.914189761259206	0.820150262713292	0.581419979632892	1	1
"AC186166.3_FG015"	1	1	1	1	1
"AC186166.3_FG018"	1	1	1	1	1
"AC186189.3_FG004"	1	1	1	1	1
"AC186189.3_FG005"	1	1	1	1	1
"AC186195.4_FG001"	1	1	1	1	1
"AC186220.4_FG002"	1	1	1	1	1
"AC186220.4_FG004"	1	1	1	1	1
"AC186222.3_FG003"	1	1	1	1	1
"AC186222.3_FG004"	1	1	1	1	1
"AC186223.3_FG003"	1	1	1	1	1
"AC186226.5_FG004"	1	1	1	1	1
"AC186227.3_FG003"	1	1	1	1	1
"AC186227.3_FG005"	1	1	1	1	1
"AC186227.3_FG009"	1	1	1	1	1
"AC186228.4_FG003"	1	1	1	1	1
"AC186231.4_FG002"	1	1	1	1	1
"AC186233.3_FG007"	1	1	1	1	1
"AC186233.3_FG009"	1	1	1	1	1
"AC186234.3_FG002"	1	1	1	1	1
"AC186234.3_FG003"	1	1	1	1	1
"AC186234.3_FG005"	1	1	1	1	1
"AC186282.3_FG003"	1	1	1	1	1
"AC186283.4_FG002"	1	1	1	1	1
"AC186284.3_FG007"	1	1	1	1	1
"AC186284.3_FG008"	1	0.87320922805162	1	1	1
"AC186287.7_FG003"	1	1	1	1	1
"AC186287.7_FG005"	1	1	1	1	1
"AC186287.7_FG013"	1	1	1	1	1
"AC186288.3_FG003"	1	1	1	1	1
"AC186302.3_FG004"	1	1	1	1	1
"AC186302.3_FG005"	1	1	1	1	1
"AC186302.3_FG006"	1	1	1	1	1
"AC186302.3_FG013"	1	1	1	1	1
"AC186306.3_FG001"	1	1	1	1	1
"AC186307.4_FG001"	1	1	1	1	1
"AC186308.4_FG006"	1	1	1	1	1
"AC186309.3_FG002"	1	1	1	1	1
"AC186309.3_FG005"	1	1	1	1	1
"AC186309.3_FG006"	1	1	1	1	1
"AC186310.4_FG004"	1	1	1	1	1
"AC186314.4_FG003"	1	1	1	1	1
"AC186317.3_FG002"	1	1	1	1	1
"AC186322.4_FG001"	1	1	1	1	1
"AC186322.4_FG003"	1	1	1	1	1
"AC186322.4_FG005"	1	1	0.99367060763464	0.84779454058363	1
"AC186323.3_FG008"	1	0.996648533803547	1	1	1
"AC186329.3_FG006"	1	1	1	1	1
"AC186329.3_FG007"	1	1	1	1	1
"AC186329.3_FG009"	1	1	1	1	1
"AC186333.2_FG006"	1	0.61173442336993	1	0.568843703206242	1
"AC186335.3_FG003"	1	1	1	1	1
"AC186336.4_FG006"	1	1	1	1	1
"AC186336.4_FG011"	1	1	1	1	1
"AC186337.3_FG003"	1	1	1	1	1
"AC186337.3_FG006"	1	1	1	1	1
"AC186339.3_FG001"	1	1	1	1	1
"AC186339.3_FG004"	1	1	1	1	1
"AC186339.3_FG008"	1	1	1	1	1
"AC186340.4_FG004"	1	1	1	1	1
"AC186341.4_FG002"	1	1	1	1	0.954883098073332
"AC186370.2_FG007"	1	1	1	1	1
"AC186371.3_FG005"	1	1	1	1	1
"AC186372.4_FG001"	1	1	1	1	1
"AC186374.4_FG003"	1	1	1	1	1
"AC186374.4_FG004"	1	1	1	1	1
"AC186375.3_FG001"	1	1	1	1	1
"AC186377.3_FG005"	1	1	1	1	1
"AC186379.3_FG001"	1	1	1	1	1
"AC186399.3_FG002"	1	1	1	1	1
"AC186404.3_FG002"	1	1	1	1	1
"AC186406.4_FG005"	1	1	1	1	1
"AC186406.4_FG006"	1	1	1	1	1
"AC186406.4_FG008"	1	1	1	1	1
"AC186408.5_FG005"	1	1	1	1	1
"AC186409.4_FG002"	1	0.345145809093809	0.944714423216018	0.60328708729571	1
"AC186412.4_FG011"	1	1	1	1	1
"AC186412.4_FG012"	1	1	1	1	1
"AC186414.3_FG009"	1	1	1	1	1
"AC186415.2_FG003"	1	1	1	1	1
"AC186416.3_FG001"	1	1	1	1	1
"AC186417.3_FG002"	1	1	1	1	1
"AC186417.3_FG004"	1	1	1	1	1
"AC186417.3_FG005"	1	1	1	1	1
"AC186417.3_FG006"	1	1	1	1	1
"AC186417.3_FG007"	1	1	1	1	1
"AC186419.4_FG002"	1	1	1	1	1
"AC186420.3_FG002"	1	1	1	1	1
"AC186424.4_FG006"	1	1	1	1	1
"AC186424.4_FG008"	1	1	1	1	1
"AC186424.4_FG009"	1	1	1	1	1
"AC186424.4_FG010"	1	1	1	1	1
"AC186431.5_FG001"	1	1	1	1	1
"AC186433.4_FG001"	1	1	1	1	1
"AC186438.3_FG004"	1	1	1	1	1
"AC186493.4_FG002"	1	1	1	0.865682596769744	1
"AC186500.3_FG001"	1	1	1	0.849500757757036	1
"AC186506.3_FG001"	1	1	1	1	1
"AC186506.3_FG002"	1	1	1	1	1
"AC186512.3_FG007"	1	1	1	0.816865609902029	0.895582419371275
"AC186516.3_FG003"	1	1	1	1	1
"AC186518.3_FG003"	1	1	1	1	1
"AC186519.4_FG002"	1	1	1	1	1
"AC186519.4_FG009"	1	1	1	1	1
"AC186522.3_FG001"	1	1	1	1	1
"AC186522.3_FG003"	1	1	1	1	1
"AC186524.3_FG005"	1	1	1	1	1
"AC186524.3_FG006"	1	1	1	1	1
"AC186525.4_FG005"	1	1	1	1	1
"AC186529.4_FG001"	1	1	1	1	1
"AC186529.4_FG009"	1	1	1	1	1
"AC186529.4_FG014"	1	1	1	0.872839737552991	0.575539895106823
"AC186563.4_FG004"	1	1	1	1	1
"AC186565.3_FG002"	1	1	1	1	1
"AC186566.4_FG001"	1	1	1	1	1
"AC186570.3_FG001"	1	1	1	0.849500757757036	1
"AC186573.3_FG002"	1	1	1	1	1
"AC186574.3_FG002"	1	1	1	1	1
"AC186577.3_FG006"	1	0.230655358973232	1	1	1
"AC186579.3_FG006"	1	1	1	1	1
"AC186579.3_FG007"	1	1	1	1	1
"AC186580.4_FG004"	1	1	1	1	1
"AC186581.3_FG003"	1	1	1	1	1
"AC186582.3_FG005"	1	1	1	1	1
"AC186582.3_FG012"	1	1	1	1	1
"AC186583.3_FG004"	1	1	1	1	1
"AC186585.4_FG002"	1	1	1	1	1
"AC186585.4_FG003"	1	1	1	1	1
"AC186586.4_FG001"	1	1	1	1	1
"AC186588.3_FG002"	1	1	1	1	1
"AC186589.3_FG003"	1	1	0.936022141344577	0.35402677146154	1
"AC186589.3_FG007"	1	0.793382549606327	1	0.849500757757036	1
"AC186590.3_FG005"	1	1	1	1	1
"AC186590.3_FG006"	1	1	1	1	1
"AC186592.3_FG002"	1	1	1	1	0.658138051295283
"AC186592.3_FG003"	1	1	1	0.596163945690859	1
"AC186601.4_FG003"	1	1	1	1	1
"AC186602.4_FG003"	1	1	1	0.849500757757036	1
"AC186603.6_FG003"	1	1	1	0.851883392138643	1
"AC186604.4_FG003"	1	1	1	1	1
"AC186606.4_FG003"	1	1	1	1	1
"AC186607.3_FG001"	1	1	1	1	1
"AC186607.3_FG003"	1	0.738880268295338	1	0.91895709783583	0.697285139198596
"AC186611.4_FG005"	1	1	1	1	1
"AC186612.3_FG001"	1	1	1	1	1
"AC186613.4_FG003"	1	1	1	1	1
"AC186614.3_FG002"	1	1	1	1	1
"AC186619.3_FG001"	1	1	0.916001360398986	1	0.631289040206348
"AC186620.3_FG011"	1	1	0.764391221166167	0.849500757757036	1
"AC186623.5_FG003"	1	1	1	1	1
"AC186626.4_FG004"	1	1	1	1	1
"AC186626.4_FG005"	1	1	1	1	1
"AC186627.4_FG002"	1	1	1	1	1
"AC186627.4_FG005"	1	1	1	1	1
"AC186645.3_FG002"	1	1	1	1	1
"AC186647.3_FG001"	1	1	1	1	1
"AC186648.3_FG004"	1	1	1	1	1
"AC186653.4_FG003"	1	1	1	1	1
"AC186653.4_FG005"	1	1	1	1	1
"AC186656.4_FG004"	1	1	1	0.840982438127983	1
"AC186656.4_FG012"	1	1	1	1	1
"AC186657.3_FG004"	1	1	1	1	1
"AC186661.3_FG004"	1	1	1	1	1
"AC186663.3_FG002"	1	1	1	1	1
"AC186663.3_FG006"	1	1	1	1	1
"AC186667.3_FG007"	1	1	1	1	1
"AC186667.3_FG008"	1	1	1	1	1
"AC186669.3_FG002"	1	0.891437470195213	1	1	1
"AC186680.3_FG005"	1	1	1	1	1
"AC186680.3_FG006"	1	1	1	1	1
"AC186683.3_FG004"	1	1	1	1	1
"AC186684.4_FG001"	1	1	1	0.874661496424306	1
"AC186684.4_FG005"	1	1	1	1	0.768212061650527
"AC186689.3_FG001"	1	1	1	1	1
"AC186691.4_FG003"	1	1	1	1	1
"AC186691.4_FG006"	1	1	1	1	1
"AC186691.4_FG009"	1	1	1	1	1
"AC186743.4_FG003"	1	1	1	0.840982438127983	1
"AC186743.4_FG011"	1	1	1	1	1
"AC186744.4_FG002"	1	1	1	1	1
"AC186780.4_FG001"	1	1	1	1	1
"AC186781.4_FG006"	1	1	1	0.840982438127983	1
"AC186782.4_FG001"	1	1	1	1	1
"AC186782.4_FG003"	1	1	1	1	0.88667680477884
"AC186783.3_FG002"	1	1	1	1	1
"AC186783.3_FG003"	1	1	1	1	1
"AC186785.4_FG002"	1	1	1	1	1
"AC186789.4_FG001"	1	1	1	1	1
"AC186792.3_FG002"	1	1	1	1	1
"AC186798.2_FG002"	1	1	1	1	1
"AC186800.3_FG002"	1	1	1	1	1
"AC186800.3_FG005"	1	1	1	1	1
"AC186802.4_FG002"	1	1	1	1	1
"AC186805.5_FG005"	1	1	1	1	1
"AC186807.4_FG002"	1	1	1	1	1
"AC186808.4_FG004"	1	1	1	1	1
"AC186809.3_FG003"	1	1	1	0.724193663924651	1
"AC186811.3_FG003"	1	1	1	0.840982438127983	1
"AC186815.3_FG002"	1	1	1	1	1
"AC186815.3_FG003"	1	1	1	0.840982438127983	1
"AC186818.3_FG003"	1	1	1	1	1
"AC186819.3_FG004"	1	1	1	1	1
"AC186828.3_FG001"	1	1	1	1	1
"AC186831.3_FG002"	1	1	1	1	1
"AC186845.4_FG009"	1	1	1	1	1
"AC186862.2_FG001"	1	1	1	1	1
"AC186884.3_FG005"	1	1	1	0.479763636121686	1
"AC186885.3_FG003"	1	1	1	1	1
"AC186887.4_FG002"	1	1	1	1	1
"AC186888.2_FG006"	1	1	1	1	1
"AC186891.3_FG004"	1	1	1	0.563316647950937	1
"AC186891.3_FG005"	1	1	1	0.525450768599635	1
"AC186893.4_FG004"	1	1	1	1	1
"AC186894.3_FG002"	1	1	1	1	1
"AC186897.4_FG005"	1	1	1	1	1
"AC186897.4_FG006"	1	1	1	1	1
"AC186897.4_FG009"	0.940884320614359	0.629917475249913	1	0.322477925748741	1
"AC186897.4_FG016"	1	1	1	1	1
"AC186902.4_FG001"	1	1	0.678220143034572	0.270226187796966	0.985447137637618
"AC186902.4_FG002"	1	1	1	1	1
"AC186902.4_FG006"	1	1	1	1	1
"AC186902.4_FG009"	1	1	1	1	1
"AC186904.4_FG006"	1	1	1	1	1
"AC186904.4_FG007"	1	1	1	1	1
"AC186905.3_FG013"	1	1	1	1	1
"AC187032.5_FG003"	1	1	1	1	1
"AC187034.3_FG002"	1	1	1	1	1
"AC187037.4_FG005"	1	1	1	1	1
"AC187037.4_FG008"	1	1	1	1	1
"AC187038.3_FG003"	1	1	1	1	1
"AC187038.3_FG005"	1	1	1	1	1
"AC187039.3_FG005"	1	1	1	1	1
"AC187046.3_FG009"	1	1	1	1	1
"AC187047.5_FG006"	1	1	1	1	1
"AC187050.4_FG004"	1	1	1	0.280295840852335	1
"AC187055.3_FG001"	1	1	1	1	1
"AC187055.3_FG006"	1	1	1	1	1
"AC187056.3_FG002"	1	1	1	1	1
"AC187057.3_FG001"	1	1	1	1	1
"AC187065.3_FG002"	1	1	1	1	1
"AC187065.3_FG003"	1	1	1	0.840982438127983	1
"AC187067.4_FG001"	1	1	1	1	1
"AC187072.4_FG001"	1	1	1	1	1
"AC187072.4_FG002"	1	1	1	1	1
"AC187073.4_FG007"	1	1	1	1	1
"AC187076.4_FG004"	1	1	1	1	1
"AC187078.3_FG002"	1	1	1	1	1
"AC187078.3_FG005"	1	1	1	1	1
"AC187080.3_FG006"	1	1	1	1	1
"AC187080.3_FG007"	1	1	1	0.840982438127983	1
"AC187082.3_FG002"	1	1	1	0.340689793604792	1
"AC187082.3_FG003"	1	1	1	0.849500757757036	1
"AC187085.3_FG003"	1	1	1	0.35800168398149	1
"AC187086.3_FG001"	1	1	1	1	1
"AC187086.3_FG004"	1	1	1	1	1
"AC187087.4_FG001"	1	1	1	1	1
"AC187087.4_FG003"	1	1	1	1	1
"AC187088.3_FG002"	1	1	1	1	1
"AC187090.3_FG003"	1	1	1	1	1
"AC187090.3_FG004"	1	1	1	1	1
"AC187090.3_FG011"	1	1	1	1	1
"AC187091.5_FG001"	1	1	1	1	1
"AC187091.5_FG002"	1	1	1	1	1
"AC187092.6_FG003"	1	1	1	1	1
"AC187093.4_FG002"	1	1	1	1	1
"AC187094.4_FG002"	1	0.218007557617974	1	0.496734997027806	1
"AC187094.4_FG005"	1	1	1	1	1
"AC187096.5_FG001"	1	1	1	1	1
"AC187098.4_FG002"	1	1	1	1	1
"AC187098.4_FG003"	1	1	1	1	1
"AC187098.4_FG011"	1	1	1	1	1
"AC187099.5_FG005"	1	1	1	1	1
"AC187100.4_FG001"	1	1	1	1	1
"AC187142.3_FG001"	1	1	1	1	1
"AC187142.3_FG007"	1	1	1	1	1
"AC187147.4_FG001"	1	1	1	1	1
"AC187147.4_FG002"	1	1	1	1	1
"AC187147.4_FG003"	1	1	1	1	1
"AC187153.4_FG002"	1	1	1	1	1
"AC187157.4_FG001"	1	1	0.145326415115042	0.983309199432028	1
"AC187157.4_FG002"	1	0.831154373170336	0.160527454654013	1	1
"AC187157.4_FG005"	0.434716110696469	1	1	1	0.971440568571991
"AC187157.4_FG007"	1	1	1	1	1
"AC187160.3_FG003"	1	1	1	1	1
"AC187162.3_FG002"	1	1	1	1	1
"AC187205.3_FG001"	1	1	1	1	1
"AC187205.3_FG002"	1	1	1	1	1
"AC187205.3_FG003"	1	0.900367922049797	0.677323940717614	1	1
"AC187205.3_FG004"	1	1	1	1	1
"AC187207.3_FG001"	1	1	1	1	1
"AC187207.3_FG006"	1	1	1	1	1
"AC187207.3_FG010"	1	1	1	1	1
"AC187209.5_FG003"	1	1	1	1	1
"AC187209.5_FG010"	1	1	1	1	1
"AC187209.5_FG011"	1	1	1	1	1
"AC187211.4_FG005"	1	1	1	1	1
"AC187212.3_FG004"	1	1	1	1	1
"AC187212.3_FG005"	1	1	1	0.802042418765981	1
"AC187212.3_FG009"	1	1	1	1	1
"AC187212.3_FG011"	1	1	1	1	1
"AC187215.4_FG001"	1	1	1	1	1
"AC187218.4_FG001"	1	1	1	1	1
"AC187222.4_FG001"	1	1	1	1	1
"AC187223.4_FG001"	1	1	1	1	1
"AC187223.4_FG004"	1	1	1	1	1
"AC187224.4_FG004"	1	1	1	1	1
"AC187232.2_FG004"	1	1	1	1	1
"AC187232.2_FG005"	1	1	1	1	1
"AC187235.3_FG002"	1	1	1	1	1
"AC187235.3_FG003"	1	1	1	1	1
"AC187237.3_FG004"	1	1	1	1	1
"AC187240.3_FG004"	1	1	1	1	1
"AC187241.4_FG001"	1	1	1	1	1
"AC187243.3_FG005"	1	1	1	0.583056488525645	0.605723200050863
"AC187244.4_FG004"	1	1	1	1	1
"AC187245.3_FG002"	1	1	1	1	1
"AC187245.3_FG003"	1	1	1	1	1
"AC187248.6_FG001"	1	1	1	1	1
"AC187251.5_FG002"	1	1	1	1	1
"AC187251.5_FG003"	1	1	1	1	1
"AC187253.4_FG002"	1	1	1	1	1
"AC187254.6_FG001"	1	1	1	1	1
"AC187255.3_FG002"	1	1	1	1	1
"AC187256.3_FG001"	1	1	1	1	1
"AC187256.3_FG005"	1	1	1	1	1
"AC187260.3_FG007"	1	1	1	1	1
"AC187261.3_FG002"	1	1	1	1	1
"AC187262.4_FG007"	1	1	0.946140608308565	1	1
"AC187263.4_FG001"	1	1	1	1	1
"AC187266.3_FG001"	1	1	1	0.0125494392297729	1
"AC187279.3_FG003"	1	1	1	1	1
"AC187279.3_FG004"	1	1	1	1	1
"AC187280.3_FG001"	1	1	1	1	1
"AC187281.4_FG002"	1	1	1	1	0.867548485842433
"AC187282.3_FG005"	1	1	1	1	1
"AC187283.3_FG005"	1	1	1	1	1
"AC187285.5_FG004"	1	1	1	1	1
"AC187286.4_FG004"	1	1	1	1	1
"AC187287.3_FG012"	1	1	1	1	1
"AC187340.3_FG002"	1	1	1	1	1
"AC187384.4_FG001"	1	1	1	1	1
"AC187388.4_FG001"	1	1	1	1	1
"AC187392.3_FG006"	1	1	1	1	1
"AC187393.3_FG001"	1	1	1	1	1
"AC187394.3_FG004"	1	1	1	1	1
"AC187401.3_FG006"	1	1	1	1	1
"AC187404.3_FG003"	1	1	1	1	1
"AC187404.3_FG006"	1	1	1	1	1
"AC187404.3_FG008"	1	1	1	1	1
"AC187406.4_FG001"	1	1	1	1	1
"AC187408.3_FG003"	1	1	1	1	1
"AC187409.4_FG002"	1	1	1	1	1
"AC187409.4_FG008"	1	1	1	1	1
"AC187460.4_FG001"	1	1	1	1	1
"AC187460.4_FG002"	1	1	1	1	1
"AC187469.3_FG004"	1	1	1	1	1
"AC187469.3_FG005"	1	1	1	1	1
"AC187475.4_FG002"	1	1	1	1	1
"AC187485.3_FG001"	1	1	1	1	0.885161567509591
"AC187547.4_FG010"	1	1	1	0.147726841537652	1
"AC187551.3_FG002"	1	1	1	1	1
"AC187553.4_FG010"	0.390710347606364	0.0256782368691065	0.00119890886171851	0.00106610796622993	0.0711169188706129
"AC187555.4_FG002"	1	1	1	0.849500757757036	1
"AC187555.4_FG010"	1	1	1	1	1
"AC187556.4_FG001"	1	1	1	1	1
"AC187557.3_FG001"	1	1	1	1	1
"AC187559.2_FG006"	1	1	1	1	1
"AC187559.2_FG013"	1	1	1	1	1
"AC187560.5_FG003"	1	1	1	1	1
"AC187560.5_FG006"	1	1	1	1	1
"AC187565.4_FG003"	1	1	1	1	1
"AC187566.4_FG003"	1	1	1	1	1
"AC187567.4_FG004"	1	1	1	1	1
"AC187568.4_FG009"	0.954369320489259	1	1	0.873297573180391	0.317079109777057
"AC187656.2_FG003"	1	1	1	1	1
"AC187656.2_FG005"	1	1	1	1	1
"AC187775.3_FG008"	1	1	1	1	1
"AC187779.3_FG006"	1	1	1	1	1
"AC187779.3_FG007"	1	1	1	1	1
"AC187782.4_FG008"	1	1	1	1	1
"AC187782.4_FG009"	1	1	1	1	1
"AC187788.3_FG001"	1	1	1	1	1
"AC187788.3_FG008"	1	1	1	1	1
"AC187789.3_FG001"	1	1	1	1	1
"AC187792.3_FG008"	1	1	0.851231381157627	1	1
"AC187793.3_FG001"	1	1	1	1	1
"AC187800.4_FG003"	1	1	1	1	1
"AC187802.3_FG001"	1	1	1	0.851883392138643	1
"AC187802.3_FG008"	1	1	1	1	1
"AC187802.3_FG010"	1	1	1	1	1
"AC187809.3_FG005"	1	1	1	1	1
"AC187809.3_FG006"	0.936992630859889	0.836695406181965	1	1	1
"AC187813.3_FG001"	1	1	1	1	1
"AC187813.3_FG002"	1	1	1	1	1
"AC187813.3_FG004"	1	1	1	1	1
"AC187818.3_FG001"	1	1	1	1	1
"AC187818.3_FG004"	1	1	1	1	1
"AC187819.3_FG003"	1	1	1	0.855790005505811	1
"AC187820.2_FG001"	1	1	1	0.219361071104829	1
"AC187820.2_FG007"	1	1	1	1	1
"AC187826.3_FG007"	1	1	1	1	1
"AC187826.3_FG009"	1	1	1	1	1
"AC187830.4_FG004"	1	1	1	1	1
"AC187831.3_FG002"	1	1	1	1	1
"AC187831.3_FG005"	1	1	1	1	1
"AC187840.3_FG002"	0.746980010933173	1	0.992954881715761	1	1
"AC187843.3_FG001"	1	1	1	1	1
"AC187843.3_FG006"	0.197129348934307	0.26395763934735	0.573387268884133	0.336497020109538	1
"AC187843.3_FG010"	1	1	1	1	1
"AC187843.3_FG012"	1	1	1	1	1
"AC187869.3_FG004"	1	1	1	0.515842919857196	1
"AC187870.3_FG002"	1	1	1	1	1
"AC187870.3_FG003"	1	1	1	1	1
"AC187872.3_FG005"	1	1	1	1	1
"AC187874.3_FG005"	1	1	1	1	1
"AC187875.3_FG006"	1	1	1	1	1
"AC187875.3_FG009"	1	1	1	1	1
"AC187879.3_FG001"	1	1	1	1	0.982300528710067
"AC187881.4_FG005"	1	1	1	1	1
"AC187883.4_FG002"	1	1	1	1	1
"AC187883.4_FG004"	1	1	1	1	1
"AC187885.3_FG002"	1	1	1	1	1
"AC187885.3_FG005"	1	1	1	1	1
"AC187887.3_FG008"	1	1	1	1	1
"AC187891.3_FG001"	1	1	1	1	1
"AC187891.3_FG006"	1	1	1	1	1
"AC187893.3_FG003"	1	1	1	1	1
"AC187895.2_FG001"	1	1	1	1	1
"AC187895.2_FG002"	1	1	1	1	1
"AC187896.3_FG006"	1	0.701685156746402	1	0.237695269086907	1
"AC187897.3_FG002"	1	1	1	1	1
"AC187899.3_FG002"	1	1	1	1	1
"AC187901.4_FG002"	1	1	1	1	0.941383165347402
"AC187901.4_FG004"	1	1	1	1	1
"AC187902.3_FG006"	1	1	1	1	1
"AC187903.3_FG004"	1	1	1	1	1
"AC187904.3_FG004"	1	1	1	1	1
"AC187910.5_FG002"	1	1	1	1	1
"AC187910.5_FG006"	1	1	1	1	1
"AC187911.3_FG004"	1	1	1	1	1
"AC187917.3_FG001"	1	1	1	0.840982438127983	1
"AC187919.5_FG007"	1	1	1	1	1
"AC187919.5_FG010"	1	1	1	1	1
"AC187920.3_FG001"	1	1	1	1	1
"AC188000.3_FG003"	1	1	1	1	1
"AC188000.3_FG006"	1	1	1	1	1
"AC188001.3_FG009"	1	1	1	1	1
"AC188003.3_FG011"	0.132954373925012	2.19071879465504e-07	0.000929396379458812	4.9141963695583e-08	0.000173137660527536
"AC188003.3_FG012"	1	1	1	0.903735252762815	1
"AC188005.3_FG003"	1	1	1	1	1
"AC188008.3_FG005"	1	1	1	1	1
"AC188008.3_FG007"	1	1	1	1	1
"AC188008.3_FG008"	1	1	1	1	1
"AC188010.3_FG002"	1	1	1	1	1
"AC188010.3_FG003"	1	1	1	1	1
"AC188011.3_FG001"	1	1	1	1	1
"AC188013.3_FG001"	1	1	1	1	1
"AC188015.4_FG001"	1	1	1	1	1
"AC188019.3_FG001"	1	1	1	1	1
